"Notes"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	"NICU Admission"	"NICU Admission Code"	"Year"	"Year Code"	Births
"Total"	"8th month"	"08"	"27 weeks"	"27"	"Yes"	"1"			0
	"8th month"	"08"	"27 weeks"	"27"	"No"	"2"	"2016"	"2016"	0
	"8th month"	"08"	"27 weeks"	"27"	"No"	"2"	"2017"	"2017"	0
	"8th month"	"08"	"27 weeks"	"27"	"No"	"2"	"2018"	"2018"	0
	"8th month"	"08"	"27 weeks"	"27"	"No"	"2"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"27 weeks"	"27"	"No"	"2"			0
"Total"	"8th month"	"08"	"27 weeks"	"27"					0
	"8th month"	"08"	"28 weeks"	"28"	"Yes"	"1"	"2016"	"2016"	0
	"8th month"	"08"	"28 weeks"	"28"	"Yes"	"1"	"2017"	"2017"	0
	"8th month"	"08"	"28 weeks"	"28"	"Yes"	"1"	"2018"	"2018"	0
	"8th month"	"08"	"28 weeks"	"28"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"28 weeks"	"28"	"Yes"	"1"			0
	"8th month"	"08"	"28 weeks"	"28"	"No"	"2"	"2016"	"2016"	0
	"8th month"	"08"	"28 weeks"	"28"	"No"	"2"	"2017"	"2017"	0
	"8th month"	"08"	"28 weeks"	"28"	"No"	"2"	"2018"	"2018"	0
	"8th month"	"08"	"28 weeks"	"28"	"No"	"2"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"28 weeks"	"28"	"No"	"2"			0
"Total"	"8th month"	"08"	"28 weeks"	"28"					0
	"8th month"	"08"	"29 weeks"	"29"	"Yes"	"1"	"2016"	"2016"	0
	"8th month"	"08"	"29 weeks"	"29"	"Yes"	"1"	"2017"	"2017"	0
	"8th month"	"08"	"29 weeks"	"29"	"Yes"	"1"	"2018"	"2018"	0
	"8th month"	"08"	"29 weeks"	"29"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"29 weeks"	"29"	"Yes"	"1"			0
	"8th month"	"08"	"29 weeks"	"29"	"No"	"2"	"2016"	"2016"	0
	"8th month"	"08"	"29 weeks"	"29"	"No"	"2"	"2017"	"2017"	0
	"8th month"	"08"	"29 weeks"	"29"	"No"	"2"	"2018"	"2018"	0
	"8th month"	"08"	"29 weeks"	"29"	"No"	"2"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"29 weeks"	"29"	"No"	"2"			0
"Total"	"8th month"	"08"	"29 weeks"	"29"					0
	"8th month"	"08"	"30 weeks"	"30"	"Yes"	"1"	"2016"	"2016"	0
	"8th month"	"08"	"30 weeks"	"30"	"Yes"	"1"	"2017"	"2017"	0
	"8th month"	"08"	"30 weeks"	"30"	"Yes"	"1"	"2018"	"2018"	0
	"8th month"	"08"	"30 weeks"	"30"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"30 weeks"	"30"	"Yes"	"1"			0
	"8th month"	"08"	"30 weeks"	"30"	"No"	"2"	"2016"	"2016"	0
	"8th month"	"08"	"30 weeks"	"30"	"No"	"2"	"2017"	"2017"	0
	"8th month"	"08"	"30 weeks"	"30"	"No"	"2"	"2018"	"2018"	0
	"8th month"	"08"	"30 weeks"	"30"	"No"	"2"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"30 weeks"	"30"	"No"	"2"			0
"Total"	"8th month"	"08"	"30 weeks"	"30"					0
	"8th month"	"08"	"31 weeks"	"31"	"Yes"	"1"	"2016"	"2016"	0
	"8th month"	"08"	"31 weeks"	"31"	"Yes"	"1"	"2017"	"2017"	0
	"8th month"	"08"	"31 weeks"	"31"	"Yes"	"1"	"2018"	"2018"	0
	"8th month"	"08"	"31 weeks"	"31"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"31 weeks"	"31"	"Yes"	"1"			0
	"8th month"	"08"	"31 weeks"	"31"	"No"	"2"	"2016"	"2016"	0
	"8th month"	"08"	"31 weeks"	"31"	"No"	"2"	"2017"	"2017"	0
	"8th month"	"08"	"31 weeks"	"31"	"No"	"2"	"2018"	"2018"	0
	"8th month"	"08"	"31 weeks"	"31"	"No"	"2"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"31 weeks"	"31"	"No"	"2"			0
"Total"	"8th month"	"08"	"31 weeks"	"31"					0
	"8th month"	"08"	"32 weeks"	"32"	"Yes"	"1"	"2016"	"2016"	58
	"8th month"	"08"	"32 weeks"	"32"	"Yes"	"1"	"2017"	"2017"	56
	"8th month"	"08"	"32 weeks"	"32"	"Yes"	"1"	"2018"	"2018"	79
	"8th month"	"08"	"32 weeks"	"32"	"Yes"	"1"	"2019"	"2019"	80
"Total"	"8th month"	"08"	"32 weeks"	"32"	"Yes"	"1"			273
	"8th month"	"08"	"32 weeks"	"32"	"No"	"2"	"2016"	"2016"	11
	"8th month"	"08"	"32 weeks"	"32"	"No"	"2"	"2017"	"2017"	18
	"8th month"	"08"	"32 weeks"	"32"	"No"	"2"	"2018"	"2018"	12
	"8th month"	"08"	"32 weeks"	"32"	"No"	"2"	"2019"	"2019"	16
"Total"	"8th month"	"08"	"32 weeks"	"32"	"No"	"2"			57
"Total"	"8th month"	"08"	"32 weeks"	"32"					330
	"8th month"	"08"	"33 weeks"	"33"	"Yes"	"1"	"2016"	"2016"	152
	"8th month"	"08"	"33 weeks"	"33"	"Yes"	"1"	"2017"	"2017"	168
	"8th month"	"08"	"33 weeks"	"33"	"Yes"	"1"	"2018"	"2018"	227
	"8th month"	"08"	"33 weeks"	"33"	"Yes"	"1"	"2019"	"2019"	160
"Total"	"8th month"	"08"	"33 weeks"	"33"	"Yes"	"1"			707
	"8th month"	"08"	"33 weeks"	"33"	"No"	"2"	"2016"	"2016"	38
	"8th month"	"08"	"33 weeks"	"33"	"No"	"2"	"2017"	"2017"	36
	"8th month"	"08"	"33 weeks"	"33"	"No"	"2"	"2018"	"2018"	44
	"8th month"	"08"	"33 weeks"	"33"	"No"	"2"	"2019"	"2019"	42
"Total"	"8th month"	"08"	"33 weeks"	"33"	"No"	"2"			160
"Total"	"8th month"	"08"	"33 weeks"	"33"					867
	"8th month"	"08"	"34 weeks"	"34"	"Yes"	"1"	"2016"	"2016"	390
	"8th month"	"08"	"34 weeks"	"34"	"Yes"	"1"	"2017"	"2017"	393
	"8th month"	"08"	"34 weeks"	"34"	"Yes"	"1"	"2018"	"2018"	415
	"8th month"	"08"	"34 weeks"	"34"	"Yes"	"1"	"2019"	"2019"	442
"Total"	"8th month"	"08"	"34 weeks"	"34"	"Yes"	"1"			1640
	"8th month"	"08"	"34 weeks"	"34"	"No"	"2"	"2016"	"2016"	160
	"8th month"	"08"	"34 weeks"	"34"	"No"	"2"	"2017"	"2017"	166
	"8th month"	"08"	"34 weeks"	"34"	"No"	"2"	"2018"	"2018"	139
	"8th month"	"08"	"34 weeks"	"34"	"No"	"2"	"2019"	"2019"	163
"Total"	"8th month"	"08"	"34 weeks"	"34"	"No"	"2"			628
"Total"	"8th month"	"08"	"34 weeks"	"34"					2268
	"8th month"	"08"	"35 weeks"	"35"	"Yes"	"1"	"2016"	"2016"	445
	"8th month"	"08"	"35 weeks"	"35"	"Yes"	"1"	"2017"	"2017"	466
	"8th month"	"08"	"35 weeks"	"35"	"Yes"	"1"	"2018"	"2018"	402
	"8th month"	"08"	"35 weeks"	"35"	"Yes"	"1"	"2019"	"2019"	515
"Total"	"8th month"	"08"	"35 weeks"	"35"	"Yes"	"1"			1828
	"8th month"	"08"	"35 weeks"	"35"	"No"	"2"	"2016"	"2016"	717
	"8th month"	"08"	"35 weeks"	"35"	"No"	"2"	"2017"	"2017"	703
	"8th month"	"08"	"35 weeks"	"35"	"No"	"2"	"2018"	"2018"	701
	"8th month"	"08"	"35 weeks"	"35"	"No"	"2"	"2019"	"2019"	744
"Total"	"8th month"	"08"	"35 weeks"	"35"	"No"	"2"			2865
"Total"	"8th month"	"08"	"35 weeks"	"35"					4693
	"8th month"	"08"	"36 weeks"	"36"	"Yes"	"1"	"2016"	"2016"	552
	"8th month"	"08"	"36 weeks"	"36"	"Yes"	"1"	"2017"	"2017"	497
	"8th month"	"08"	"36 weeks"	"36"	"Yes"	"1"	"2018"	"2018"	580
	"8th month"	"08"	"36 weeks"	"36"	"Yes"	"1"	"2019"	"2019"	575
"Total"	"8th month"	"08"	"36 weeks"	"36"	"Yes"	"1"			2204
	"8th month"	"08"	"36 weeks"	"36"	"No"	"2"	"2016"	"2016"	2042
	"8th month"	"08"	"36 weeks"	"36"	"No"	"2"	"2017"	"2017"	1952
	"8th month"	"08"	"36 weeks"	"36"	"No"	"2"	"2018"	"2018"	2079
	"8th month"	"08"	"36 weeks"	"36"	"No"	"2"	"2019"	"2019"	2054
"Total"	"8th month"	"08"	"36 weeks"	"36"	"No"	"2"			8127
"Total"	"8th month"	"08"	"36 weeks"	"36"					10331
	"8th month"	"08"	"37 weeks"	"37"	"Yes"	"1"	"2016"	"2016"	692
	"8th month"	"08"	"37 weeks"	"37"	"Yes"	"1"	"2017"	"2017"	636
	"8th month"	"08"	"37 weeks"	"37"	"Yes"	"1"	"2018"	"2018"	720
	"8th month"	"08"	"37 weeks"	"37"	"Yes"	"1"	"2019"	"2019"	788
"Total"	"8th month"	"08"	"37 weeks"	"37"	"Yes"	"1"			2836
	"8th month"	"08"	"37 weeks"	"37"	"No"	"2"	"2016"	"2016"	5246
	"8th month"	"08"	"37 weeks"	"37"	"No"	"2"	"2017"	"2017"	5173
	"8th month"	"08"	"37 weeks"	"37"	"No"	"2"	"2018"	"2018"	5494
	"8th month"	"08"	"37 weeks"	"37"	"No"	"2"	"2019"	"2019"	5844
"Total"	"8th month"	"08"	"37 weeks"	"37"	"No"	"2"			21757
"Total"	"8th month"	"08"	"37 weeks"	"37"					24593
	"8th month"	"08"	"38 weeks"	"38"	"Yes"	"1"	"2016"	"2016"	656
	"8th month"	"08"	"38 weeks"	"38"	"Yes"	"1"	"2017"	"2017"	672
	"8th month"	"08"	"38 weeks"	"38"	"Yes"	"1"	"2018"	"2018"	696
	"8th month"	"08"	"38 weeks"	"38"	"Yes"	"1"	"2019"	"2019"	740
"Total"	"8th month"	"08"	"38 weeks"	"38"	"Yes"	"1"			2764
	"8th month"	"08"	"38 weeks"	"38"	"No"	"2"	"2016"	"2016"	9787
	"8th month"	"08"	"38 weeks"	"38"	"No"	"2"	"2017"	"2017"	9335
	"8th month"	"08"	"38 weeks"	"38"	"No"	"2"	"2018"	"2018"	9262
	"8th month"	"08"	"38 weeks"	"38"	"No"	"2"	"2019"	"2019"	9493
"Total"	"8th month"	"08"	"38 weeks"	"38"	"No"	"2"			37877
"Total"	"8th month"	"08"	"38 weeks"	"38"					40641
	"8th month"	"08"	"39 weeks"	"39"	"Yes"	"1"	"2016"	"2016"	1101
	"8th month"	"08"	"39 weeks"	"39"	"Yes"	"1"	"2017"	"2017"	1119
	"8th month"	"08"	"39 weeks"	"39"	"Yes"	"1"	"2018"	"2018"	1130
	"8th month"	"08"	"39 weeks"	"39"	"Yes"	"1"	"2019"	"2019"	1142
"Total"	"8th month"	"08"	"39 weeks"	"39"	"Yes"	"1"			4492
	"8th month"	"08"	"39 weeks"	"39"	"No"	"2"	"2016"	"2016"	21795
	"8th month"	"08"	"39 weeks"	"39"	"No"	"2"	"2017"	"2017"	21088
	"8th month"	"08"	"39 weeks"	"39"	"No"	"2"	"2018"	"2018"	20994
	"8th month"	"08"	"39 weeks"	"39"	"No"	"2"	"2019"	"2019"	21266
"Total"	"8th month"	"08"	"39 weeks"	"39"	"No"	"2"			85143
"Total"	"8th month"	"08"	"39 weeks"	"39"					89635
	"8th month"	"08"	"40 weeks"	"40"	"Yes"	"1"	"2016"	"2016"	623
	"8th month"	"08"	"40 weeks"	"40"	"Yes"	"1"	"2017"	"2017"	625
	"8th month"	"08"	"40 weeks"	"40"	"Yes"	"1"	"2018"	"2018"	540
	"8th month"	"08"	"40 weeks"	"40"	"Yes"	"1"	"2019"	"2019"	564
"Total"	"8th month"	"08"	"40 weeks"	"40"	"Yes"	"1"			2352
	"8th month"	"08"	"40 weeks"	"40"	"No"	"2"	"2016"	"2016"	13392
	"8th month"	"08"	"40 weeks"	"40"	"No"	"2"	"2017"	"2017"	12892
	"8th month"	"08"	"40 weeks"	"40"	"No"	"2"	"2018"	"2018"	12155
	"8th month"	"08"	"40 weeks"	"40"	"No"	"2"	"2019"	"2019"	11760
"Total"	"8th month"	"08"	"40 weeks"	"40"	"No"	"2"			50199
"Total"	"8th month"	"08"	"40 weeks"	"40"					52551
	"8th month"	"08"	"41 weeks"	"41"	"Yes"	"1"	"2016"	"2016"	273
	"8th month"	"08"	"41 weeks"	"41"	"Yes"	"1"	"2017"	"2017"	253
	"8th month"	"08"	"41 weeks"	"41"	"Yes"	"1"	"2018"	"2018"	228
	"8th month"	"08"	"41 weeks"	"41"	"Yes"	"1"	"2019"	"2019"	211
"Total"	"8th month"	"08"	"41 weeks"	"41"	"Yes"	"1"			965
	"8th month"	"08"	"41 weeks"	"41"	"No"	"2"	"2016"	"2016"	4874
	"8th month"	"08"	"41 weeks"	"41"	"No"	"2"	"2017"	"2017"	4481
	"8th month"	"08"	"41 weeks"	"41"	"No"	"2"	"2018"	"2018"	4205
	"8th month"	"08"	"41 weeks"	"41"	"No"	"2"	"2019"	"2019"	3755
"Total"	"8th month"	"08"	"41 weeks"	"41"	"No"	"2"			17315
"Total"	"8th month"	"08"	"41 weeks"	"41"					18280
	"8th month"	"08"	"42 weeks"	"42"	"Yes"	"1"	"2016"	"2016"	23
	"8th month"	"08"	"42 weeks"	"42"	"Yes"	"1"	"2017"	"2017"	20
	"8th month"	"08"	"42 weeks"	"42"	"Yes"	"1"	"2018"	"2018"	20
	"8th month"	"08"	"42 weeks"	"42"	"Yes"	"1"	"2019"	"2019"	19
"Total"	"8th month"	"08"	"42 weeks"	"42"	"Yes"	"1"			82
	"8th month"	"08"	"42 weeks"	"42"	"No"	"2"	"2016"	"2016"	399
	"8th month"	"08"	"42 weeks"	"42"	"No"	"2"	"2017"	"2017"	348
	"8th month"	"08"	"42 weeks"	"42"	"No"	"2"	"2018"	"2018"	318
	"8th month"	"08"	"42 weeks"	"42"	"No"	"2"	"2019"	"2019"	276
"Total"	"8th month"	"08"	"42 weeks"	"42"	"No"	"2"			1341
"Total"	"8th month"	"08"	"42 weeks"	"42"					1423
	"8th month"	"08"	"43 weeks"	"43"	"Yes"	"1"	"2016"	"2016"	3
	"8th month"	"08"	"43 weeks"	"43"	"Yes"	"1"	"2017"	"2017"	2
	"8th month"	"08"	"43 weeks"	"43"	"Yes"	"1"	"2018"	"2018"	2
	"8th month"	"08"	"43 weeks"	"43"	"Yes"	"1"	"2019"	"2019"	1
"Total"	"8th month"	"08"	"43 weeks"	"43"	"Yes"	"1"			8
	"8th month"	"08"	"43 weeks"	"43"	"No"	"2"	"2016"	"2016"	31
	"8th month"	"08"	"43 weeks"	"43"	"No"	"2"	"2017"	"2017"	26
	"8th month"	"08"	"43 weeks"	"43"	"No"	"2"	"2018"	"2018"	21
	"8th month"	"08"	"43 weeks"	"43"	"No"	"2"	"2019"	"2019"	22
"Total"	"8th month"	"08"	"43 weeks"	"43"	"No"	"2"			100
"Total"	"8th month"	"08"	"43 weeks"	"43"					108
	"8th month"	"08"	"44 weeks"	"44"	"Yes"	"1"	"2016"	"2016"	1
	"8th month"	"08"	"44 weeks"	"44"	"Yes"	"1"	"2017"	"2017"	1
	"8th month"	"08"	"44 weeks"	"44"	"Yes"	"1"	"2018"	"2018"	1
	"8th month"	"08"	"44 weeks"	"44"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"44 weeks"	"44"	"Yes"	"1"			3
	"8th month"	"08"	"44 weeks"	"44"	"No"	"2"	"2016"	"2016"	7
	"8th month"	"08"	"44 weeks"	"44"	"No"	"2"	"2017"	"2017"	3
	"8th month"	"08"	"44 weeks"	"44"	"No"	"2"	"2018"	"2018"	2
	"8th month"	"08"	"44 weeks"	"44"	"No"	"2"	"2019"	"2019"	4
"Total"	"8th month"	"08"	"44 weeks"	"44"	"No"	"2"			16
"Total"	"8th month"	"08"	"44 weeks"	"44"					19
	"8th month"	"08"	"45 weeks"	"45"	"Yes"	"1"	"2016"	"2016"	0
	"8th month"	"08"	"45 weeks"	"45"	"Yes"	"1"	"2017"	"2017"	0
	"8th month"	"08"	"45 weeks"	"45"	"Yes"	"1"	"2018"	"2018"	0
	"8th month"	"08"	"45 weeks"	"45"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"45 weeks"	"45"	"Yes"	"1"			0
	"8th month"	"08"	"45 weeks"	"45"	"No"	"2"	"2016"	"2016"	1
	"8th month"	"08"	"45 weeks"	"45"	"No"	"2"	"2017"	"2017"	1
	"8th month"	"08"	"45 weeks"	"45"	"No"	"2"	"2018"	"2018"	3
	"8th month"	"08"	"45 weeks"	"45"	"No"	"2"	"2019"	"2019"	1
"Total"	"8th month"	"08"	"45 weeks"	"45"	"No"	"2"			6
"Total"	"8th month"	"08"	"45 weeks"	"45"					6
	"8th month"	"08"	"46 weeks"	"46"	"Yes"	"1"	"2016"	"2016"	0
	"8th month"	"08"	"46 weeks"	"46"	"Yes"	"1"	"2017"	"2017"	0
	"8th month"	"08"	"46 weeks"	"46"	"Yes"	"1"	"2018"	"2018"	0
	"8th month"	"08"	"46 weeks"	"46"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"46 weeks"	"46"	"Yes"	"1"			0
	"8th month"	"08"	"46 weeks"	"46"	"No"	"2"	"2016"	"2016"	2
	"8th month"	"08"	"46 weeks"	"46"	"No"	"2"	"2017"	"2017"	1
	"8th month"	"08"	"46 weeks"	"46"	"No"	"2"	"2018"	"2018"	0
	"8th month"	"08"	"46 weeks"	"46"	"No"	"2"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"46 weeks"	"46"	"No"	"2"			3
"Total"	"8th month"	"08"	"46 weeks"	"46"					3
	"8th month"	"08"	"47 weeks"	"47"	"Yes"	"1"	"2016"	"2016"	0
	"8th month"	"08"	"47 weeks"	"47"	"Yes"	"1"	"2017"	"2017"	0
	"8th month"	"08"	"47 weeks"	"47"	"Yes"	"1"	"2018"	"2018"	0
	"8th month"	"08"	"47 weeks"	"47"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"8th month"	"08"	"47 weeks"	"47"	"Yes"	"1"			0
	"8th month"	"08"	"47 weeks"	"47"	"No"	"2"	"2016"	"2016"	0
	"8th month"	"08"	"47 weeks"	"47"	"No"	"2"	"2017"	"2017"	0
	"8th month"	"08"	"47 weeks"	"47"	"No"	"2"	"2018"	"2018"	1
	"8th month"	"08"	"47 weeks"	"47"	"No"	"2"	"2019"	"2019"	1
"Total"	"8th month"	"08"	"47 weeks"	"47"	"No"	"2"			2
"Total"	"8th month"	"08"	"47 weeks"	"47"					2
"Total"	"8th month"	"08"							245750
	"9th month"	"09"	"17 weeks"	"17"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"17 weeks"	"17"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"17 weeks"	"17"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"17 weeks"	"17"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"17 weeks"	"17"	"Yes"	"1"			0
	"9th month"	"09"	"17 weeks"	"17"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"17 weeks"	"17"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"17 weeks"	"17"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"17 weeks"	"17"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"17 weeks"	"17"	"No"	"2"			0
"Total"	"9th month"	"09"	"17 weeks"	"17"					0
	"9th month"	"09"	"18 weeks"	"18"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"18 weeks"	"18"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"18 weeks"	"18"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"18 weeks"	"18"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"18 weeks"	"18"	"Yes"	"1"			0
	"9th month"	"09"	"18 weeks"	"18"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"18 weeks"	"18"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"18 weeks"	"18"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"18 weeks"	"18"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"18 weeks"	"18"	"No"	"2"			0
"Total"	"9th month"	"09"	"18 weeks"	"18"					0
	"9th month"	"09"	"19 weeks"	"19"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"19 weeks"	"19"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"19 weeks"	"19"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"19 weeks"	"19"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"19 weeks"	"19"	"Yes"	"1"			0
	"9th month"	"09"	"19 weeks"	"19"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"19 weeks"	"19"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"19 weeks"	"19"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"19 weeks"	"19"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"19 weeks"	"19"	"No"	"2"			0
"Total"	"9th month"	"09"	"19 weeks"	"19"					0
	"9th month"	"09"	"20 weeks"	"20"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"20 weeks"	"20"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"20 weeks"	"20"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"20 weeks"	"20"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"20 weeks"	"20"	"Yes"	"1"			0
	"9th month"	"09"	"20 weeks"	"20"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"20 weeks"	"20"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"20 weeks"	"20"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"20 weeks"	"20"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"20 weeks"	"20"	"No"	"2"			0
"Total"	"9th month"	"09"	"20 weeks"	"20"					0
	"9th month"	"09"	"21 weeks"	"21"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"21 weeks"	"21"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"21 weeks"	"21"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"21 weeks"	"21"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"21 weeks"	"21"	"Yes"	"1"			0
	"9th month"	"09"	"21 weeks"	"21"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"21 weeks"	"21"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"21 weeks"	"21"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"21 weeks"	"21"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"21 weeks"	"21"	"No"	"2"			0
"Total"	"9th month"	"09"	"21 weeks"	"21"					0
	"9th month"	"09"	"22 weeks"	"22"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"22 weeks"	"22"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"22 weeks"	"22"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"22 weeks"	"22"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"22 weeks"	"22"	"Yes"	"1"			0
	"9th month"	"09"	"22 weeks"	"22"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"22 weeks"	"22"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"22 weeks"	"22"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"22 weeks"	"22"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"22 weeks"	"22"	"No"	"2"			0
"Total"	"9th month"	"09"	"22 weeks"	"22"					0
	"9th month"	"09"	"23 weeks"	"23"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"23 weeks"	"23"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"23 weeks"	"23"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"23 weeks"	"23"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"23 weeks"	"23"	"Yes"	"1"			0
	"9th month"	"09"	"23 weeks"	"23"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"23 weeks"	"23"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"23 weeks"	"23"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"23 weeks"	"23"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"23 weeks"	"23"	"No"	"2"			0
"Total"	"9th month"	"09"	"23 weeks"	"23"					0
	"9th month"	"09"	"24 weeks"	"24"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"24 weeks"	"24"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"24 weeks"	"24"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"24 weeks"	"24"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"24 weeks"	"24"	"Yes"	"1"			0
	"9th month"	"09"	"24 weeks"	"24"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"24 weeks"	"24"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"24 weeks"	"24"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"24 weeks"	"24"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"24 weeks"	"24"	"No"	"2"			0
"Total"	"9th month"	"09"	"24 weeks"	"24"					0
	"9th month"	"09"	"25 weeks"	"25"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"25 weeks"	"25"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"25 weeks"	"25"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"25 weeks"	"25"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"25 weeks"	"25"	"Yes"	"1"			0
	"9th month"	"09"	"25 weeks"	"25"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"25 weeks"	"25"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"25 weeks"	"25"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"25 weeks"	"25"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"25 weeks"	"25"	"No"	"2"			0
"Total"	"9th month"	"09"	"25 weeks"	"25"					0
	"9th month"	"09"	"26 weeks"	"26"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"26 weeks"	"26"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"26 weeks"	"26"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"26 weeks"	"26"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"26 weeks"	"26"	"Yes"	"1"			0
	"9th month"	"09"	"26 weeks"	"26"	"No"	"2"	"2016"	"2016"	0
