"Notes"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	"Year"	"Year Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	"Five Minute APGAR Score"	"Five Minute APGAR Score Code"	Births
	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"	"0"	"0"	1
	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"	"1"	"1"	5
	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"	"2"	"2"	1
	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"	"3"	"3"	4
	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"	"4"	"4"	3
	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"	"5"	"5"	4
	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"	"6"	"6"	15
	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"	"7"	"7"	35
	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"	"8"	"8"	79
	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"	"9"	"9"	139
	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"	"10"	"10"	3
"Total"	"7th month"	"07"	"2018"	"2018"	"31 weeks"	"31"			289
	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"	"0"	"0"	1
	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"	"1"	"1"	7
	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"	"2"	"2"	4
	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"	"3"	"3"	5
	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"	"4"	"4"	11
	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"	"5"	"5"	15
	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"	"6"	"6"	17
	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"	"7"	"7"	40
	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"	"8"	"8"	109
	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"	"9"	"9"	199
	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"	"10"	"10"	3
"Total"	"7th month"	"07"	"2018"	"2018"	"32 weeks"	"32"			411
	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"	"0"	"0"	1
	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"	"1"	"1"	3
	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"	"2"	"2"	3
	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"	"3"	"3"	5
	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"	"4"	"4"	5
	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"	"5"	"5"	9
	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"	"6"	"6"	22
	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"	"7"	"7"	48
	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"	"8"	"8"	146
	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"	"9"	"9"	328
	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"	"10"	"10"	2
"Total"	"7th month"	"07"	"2018"	"2018"	"33 weeks"	"33"			572
	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"	"0"	"0"	2
	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"	"1"	"1"	10
	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"	"2"	"2"	3
	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"	"3"	"3"	5
	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"	"4"	"4"	9
	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"	"5"	"5"	19
	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"	"6"	"6"	34
	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"	"7"	"7"	66
	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"	"8"	"8"	238
	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"	"9"	"9"	719
	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"	"10"	"10"	8
"Total"	"7th month"	"07"	"2018"	"2018"	"34 weeks"	"34"			1113
	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"	"0"	"0"	0
	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"	"1"	"1"	5
	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"	"2"	"2"	5
	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"	"3"	"3"	2
	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"	"4"	"4"	7
	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"	"5"	"5"	25
	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"	"6"	"6"	41
	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"	"7"	"7"	76
	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"	"8"	"8"	290
	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"	"9"	"9"	1198
	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"	"10"	"10"	11
"Total"	"7th month"	"07"	"2018"	"2018"	"35 weeks"	"35"			1660
	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"	"0"	"0"	2
	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"	"1"	"1"	10
	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"	"2"	"2"	6
	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"	"3"	"3"	11
	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"	"4"	"4"	13
	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"	"5"	"5"	23
	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"	"6"	"6"	48
	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"	"7"	"7"	115
	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"	"8"	"8"	507
	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"	"9"	"9"	2667
	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"	"10"	"10"	43
"Total"	"7th month"	"07"	"2018"	"2018"	"36 weeks"	"36"			3445
	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"	"0"	"0"	2
	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"	"1"	"1"	7
	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"	"2"	"2"	12
	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"	"3"	"3"	14
	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"	"4"	"4"	39
	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"	"5"	"5"	42
	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"	"6"	"6"	87
	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"	"7"	"7"	194
	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"	"8"	"8"	983
	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"	"9"	"9"	6763
	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"	"10"	"10"	176
"Total"	"7th month"	"07"	"2018"	"2018"	"37 weeks"	"37"			8319
	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"	"0"	"0"	1
	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"	"1"	"1"	10
	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"	"2"	"2"	10
	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"	"3"	"3"	17
	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"	"4"	"4"	21
	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"	"5"	"5"	34
	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"	"6"	"6"	98
	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"	"7"	"7"	239
	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"	"8"	"8"	1318
	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"	"9"	"9"	11187
	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"	"10"	"10"	314
"Total"	"7th month"	"07"	"2018"	"2018"	"38 weeks"	"38"			13249
	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"	"0"	"0"	3
	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"	"1"	"1"	9
	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"	"2"	"2"	17
	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"	"3"	"3"	26
	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"	"4"	"4"	35
	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"	"5"	"5"	70
	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"	"6"	"6"	154
	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"	"7"	"7"	365
	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"	"8"	"8"	2587
	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"	"9"	"9"	24619
	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"	"10"	"10"	716
"Total"	"7th month"	"07"	"2018"	"2018"	"39 weeks"	"39"			28601
	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"	"0"	"0"	3
	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"	"1"	"1"	11
	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"	"2"	"2"	9
	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"	"3"	"3"	26
	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"	"4"	"4"	22
	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"	"5"	"5"	65
	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"	"6"	"6"	93
	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"	"7"	"7"	287
	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"	"8"	"8"	1563
	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"	"9"	"9"	14117
	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"	"10"	"10"	650
"Total"	"7th month"	"07"	"2018"	"2018"	"40 weeks"	"40"			16846
	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"	"0"	"0"	1
	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"	"1"	"1"	6
	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"	"2"	"2"	6
	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"	"3"	"3"	5
	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"	"4"	"4"	13
	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"	"5"	"5"	19
	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"	"6"	"6"	42
	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"	"7"	"7"	109
	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"	"8"	"8"	548
	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"	"9"	"9"	4806
	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"	"10"	"10"	192
"Total"	"7th month"	"07"	"2018"	"2018"	"41 weeks"	"41"			5747
	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"	"0"	"0"	0
	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"	"1"	"1"	0
	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"	"2"	"2"	3
	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"	"3"	"3"	0
	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"	"4"	"4"	1
	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"	"5"	"5"	3
	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"	"6"	"6"	2
	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"	"7"	"7"	7
	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"	"8"	"8"	54
	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"	"9"	"9"	296
	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"	"10"	"10"	30
"Total"	"7th month"	"07"	"2018"	"2018"	"42 weeks"	"42"			396
	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"	"0"	"0"	0
	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"	"1"	"1"	2
	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"	"2"	"2"	0
	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"	"3"	"3"	0
	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"	"4"	"4"	0
	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"	"5"	"5"	0
	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"	"6"	"6"	0
	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"	"7"	"7"	1
	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"	"8"	"8"	4
	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"	"9"	"9"	22
	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"	"10"	"10"	4
"Total"	"7th month"	"07"	"2018"	"2018"	"43 weeks"	"43"			33
	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"	"0"	"0"	1
	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"	"1"	"1"	0
	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"	"2"	"2"	0
	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"	"3"	"3"	0
	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"	"4"	"4"	0
	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"	"5"	"5"	0
	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"	"6"	"6"	0
	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"	"7"	"7"	1
	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"	"8"	"8"	1
	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"	"9"	"9"	6
	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"	"10"	"10"	1
"Total"	"7th month"	"07"	"2018"	"2018"	"44 weeks"	"44"			10
	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"	"0"	"0"	0
	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"	"1"	"1"	0
	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"	"2"	"2"	0
	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"	"3"	"3"	0
	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"	"4"	"4"	0
	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"	"5"	"5"	0
	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"	"6"	"6"	0
	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"	"7"	"7"	0
	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"	"8"	"8"	0
	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"	"9"	"9"	1
	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"	"10"	"10"	0
"Total"	"7th month"	"07"	"2018"	"2018"	"45 weeks"	"45"			1
	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"	"0"	"0"	0
	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"	"1"	"1"	0
	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"	"2"	"2"	0
	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"	"3"	"3"	0
	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"	"4"	"4"	0
	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"	"5"	"5"	0
	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"	"6"	"6"	0
	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"	"7"	"7"	0
	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"	"8"	"8"	0
	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"	"9"	"9"	1
	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"	"10"	"10"	0
"Total"	"7th month"	"07"	"2018"	"2018"	"46 weeks"	"46"			1
	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"	"0"	"0"	0
	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"	"1"	"1"	0
	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"	"2"	"2"	0
	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"	"3"	"3"	0
	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"	"4"	"4"	0
	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"	"5"	"5"	0
	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"	"6"	"6"	0
	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"	"7"	"7"	0
	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"	"8"	"8"	0
	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"	"9"	"9"	0
	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"	"10"	"10"	0
"Total"	"7th month"	"07"	"2018"	"2018"	"47 weeks"	"47"			0
"Total"	"7th month"	"07"	"2018"	"2018"					81023
	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"	"0"	"0"	0
	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"	"1"	"1"	0
	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"	"2"	"2"	0
	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"	"3"	"3"	0
	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"	"4"	"4"	0
	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"	"5"	"5"	0
	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"	"6"	"6"	0
	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"	"7"	"7"	0
	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"	"8"	"8"	0
	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"	"9"	"9"	0
	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"	"10"	"10"	0
"Total"	"7th month"	"07"	"2019"	"2019"	"17 weeks"	"17"			0
	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"	"0"	"0"	0
	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"	"1"	"1"	0
	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"	"2"	"2"	0
	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"	"3"	"3"	0
	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"	"4"	"4"	0
	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"	"5"	"5"	0
	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"	"6"	"6"	0
	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"	"7"	"7"	0
	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"	"8"	"8"	0
	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"	"9"	"9"	0
	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"	"10"	"10"	0
"Total"	"7th month"	"07"	"2019"	"2019"	"18 weeks"	"18"			0
	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"	"0"	"0"	0
	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"	"1"	"1"	0
	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"	"2"	"2"	0
	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"	"3"	"3"	0
	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"	"4"	"4"	0
	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"	"5"	"5"	0
	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"	"6"	"6"	0
	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"	"7"	"7"	0
	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"	"8"	"8"	0
	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"	"9"	"9"	0
	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"	"10"	"10"	0
"Total"	"7th month"	"07"	"2019"	"2019"	"19 weeks"	"19"			0
	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"	"0"	"0"	0
	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"	"1"	"1"	0
	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"	"2"	"2"	0
	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"	"3"	"3"	0
	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"	"4"	"4"	0
	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"	"5"	"5"	0
	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"	"6"	"6"	0
	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"	"7"	"7"	0
	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"	"8"	"8"	0
	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"	"9"	"9"	0
	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"	"10"	"10"	0
"Total"	"7th month"	"07"	"2019"	"2019"	"20 weeks"	"20"			0
	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"	"0"	"0"	0
	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"	"1"	"1"	0
	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"	"2"	"2"	0
	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"	"3"	"3"	0
	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"	"4"	"4"	0
	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"	"5"	"5"	0
	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"	"6"	"6"	0
	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"	"7"	"7"	0
	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"	"8"	"8"	0
	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"	"9"	"9"	0
	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"	"10"	"10"	0
"Total"	"7th month"	"07"	"2019"	"2019"	"21 weeks"	"21"			0
	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"	"0"	"0"	0
	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"	"1"	"1"	0
	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"	"2"	"2"	0
	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"	"3"	"3"	0
	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"	"4"	"4"	0
	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"	"5"	"5"	0
	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"	"6"	"6"	0
	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"	"7"	"7"	0
	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"	"8"	"8"	0
	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"	"9"	"9"	0
	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"	"10"	"10"	0
"Total"	"7th month"	"07"	"2019"	"2019"	"22 weeks"	"22"			0
	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"	"0"	"0"	0
	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"	"1"	"1"	0
	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"	"2"	"2"	0
	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"	"3"	"3"	0
	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"	"4"	"4"	0
	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"	"5"	"5"	0
	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"	"6"	"6"	0
	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"	"7"	"7"	0
	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"	"8"	"8"	0
	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"	"9"	"9"	0
	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"	"10"	"10"	0
"Total"	"7th month"	"07"	"2019"	"2019"	"23 weeks"	"23"			0
	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"	"0"	"0"	0
	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"	"1"	"1"	0
	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"	"2"	"2"	0
	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"	"3"	"3"	0
	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"	"4"	"4"	0
	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"	"5"	"5"	0
	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"	"6"	"6"	0
	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"	"7"	"7"	0
	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"	"8"	"8"	0
	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"	"9"	"9"	0
	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"	"10"	"10"	0
"Total"	"7th month"	"07"	"2019"	"2019"	"24 weeks"	"24"			0
	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"	"0"	"0"	0
	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"	"1"	"1"	0
	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"	"2"	"2"	0
	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"	"3"	"3"	0
	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"	"4"	"4"	0
	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"	"5"	"5"	0
	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"	"6"	"6"	0
	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"	"7"	"7"	0
	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"	"8"	"8"	0
	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"	"9"	"9"	0
	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"	"10"	"10"	0
"Total"	"7th month"	"07"	"2019"	"2019"	"25 weeks"	"25"			0
	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"	"0"	"0"	0
	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"	"1"	"1"	0
	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"	"2"	"2"	0
	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"	"3"	"3"	0
	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"	"4"	"4"	0
	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"	"5"	"5"	0
	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"	"6"	"6"	0
	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"	"7"	"7"	0
	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"	"8"	"8"	0
	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"	"9"	"9"	0
	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"	"10"	"10"	0
"Total"	"7th month"	"07"	"2019"	"2019"	"26 weeks"	"26"			0
